,outcome,treatment,cohort,race,prob_mort_start,prob_mort_end,psi,i_ci,s_ci,pvalue,n,SL_libraries,Q_weights,g_weights
11,mortality_in,rrt_elig,MIMIC,white,0.11,0.21,0.00,-0.01,0.01,0.764487551,4059,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.356868643559351 0 0 0.533158097305518 0.109973259135131,0 0 0.504368592326551 0.495631407673449 0
12,mortality_in,rrt_elig,MIMIC,white,0.21,1,-0.02,-0.04,-0.01,0.00546414,3864,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.288088170822498 0 0 0.476161862298295 0.235749966879207,0.512099986804771 0 0.145462624508917 0.27591986183596 0.0665175268503522
13,mortality_in,rrt_elig,MIMIC,non-white,0,0.06,0.03,0.01,0.05,0.012208049,824,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.114555279705521 0 0.379562994080096 0.505881726214383 0,0 0 0.438379852645062 0.471947301252247 0.089672846102691
14,mortality_in,rrt_elig,MIMIC,non-white,0.06,0.11,-0.02,-0.04,0.01,0.134815535,933,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.154395819529511 0 0.30659753271042 0.336460061365266 0.202546586394803,0 0.00249483456781335 0.182037127222314 0.561668436827684 0.253799601382188
15,mortality_in,rrt_elig,MIMIC,non-white,0.11,0.21,0.03,0.00,0.06,0.036448314,855,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.105976683776112 0 0.225636794583943 0.613300861143644 0.0550856604963008,0 0 0.51308444862171 0.48691555137829 0
16,mortality_in,rrt_elig,MIMIC,non-white,0.21,1,-0.04,-0.07,0.00,0.028634515,884,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.212143224071741 0 0.10939765239814 0.578392338358277 0.100066785171842,0 0 0.50903543247713 0.49096456752287 0
17,mortality_in,vp_elig,MIMIC,white,0,0.06,-0.02,-0.03,-0.01,3.12E-06,3670,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.209648288609381 0 0.154890118641949 0.63546159274867 0,0.0392837989184162 0 0 0.602713584596577 0.358002616485006
18,mortality_in,vp_elig,MIMIC,white,0.06,0.11,0.00,-0.01,0.01,0.821794212,4330,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.211972711733746 0 0 0.564898652316315 0.223128635949939,0.0734285637969588 0 0 0.506265417150096 0.420306019052945
19,mortality_in,vp_elig,MIMIC,white,0.11,0.21,0.00,-0.01,0.02,0.659969737,4059,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.240106275933081 0 0 0.534478608593645 0.225415115473274,0.18791130413204 0 0 0.157387954037921 0.654700741830039
20,mortality_in,vp_elig,MIMIC,white,0.21,1,0.01,-0.01,0.03,0.20307832,3864,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.344563852769514 0 0 0.502031406615146 0.15340474061534,0.2752040239369 0 0 0.348310527915719 0.376485448147381
21,mortality_in,vp_elig,MIMIC,non-white,0,0.06,0.01,-0.01,0.04,0.350319681,824,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.0991346418694985 0 0.292429820742688 0.608435537387814 0,0 0 0.377804668131386 0.471318837417822 0.150876494450792
22,mortality_in,vp_elig,MIMIC,non-white,0.06,0.11,-0.01,-0.03,0.02,0.520004551,933,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.334712722127445 0 0 0.502061672584576 0.163225605287979,0.02027251074988 0 0.0107706051716468 0.712550721770069 0.256406162308404
23,mortality_in,vp_elig,MIMIC,non-white,0.11,0.21,-0.03,-0.06,0.00,0.082947939,855,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.222404792256091 0 0.112992032057285 0.522325179288772 0.142277996397853,0.0690446058913052 0 0 0.743033179190199 0.187922214918496
24,mortality_in,vp_elig,MIMIC,non-white,0.21,1,0.02,-0.03,0.07,0.350015606,884,SL.glm SL.mean SL.glmnet SL.ranger SL.earth,0.362425264322112 0 0 0.522836040918735 0.114738694759152,0.0349699704076594 0 0.744831721853159 0.161291954735438 0.0589063530037431
